아이디,고을_한글,고을_한자,레벨,도,고을,한자,계수관id,계수관,호,구,번상군,유방군,수군,군정,侍衛軍,營鎭屬軍,鎭屬防牌,守城軍,守護軍,巡綽牌,烟臺軍,烽火軍,營屬軍,營鎭軍,翼屬軍,鎭屬軍,正軍,步軍,營軍,甲士,翼軍,鎭軍,防牌,馬軍,長番水軍,騎船軍,船軍,진군중_방패군,부령_갑사정군_원문합계,추정배분여부,추정배분근거,한자短,도短,admid_group,lon,lat,면적km2,한양거리km
wda_40006001_007,경상도 / 경주부 / 경산현,慶尙道 / 慶州府 / 慶山縣,5.0,경상도,경산현,慶山縣,wda_40006001,경주부,318,1337,20,34,200,254,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,200,0,0,0,,慶山,경상,경상_경산,128.7275192305514,35.80467663206272,165.11282454803586,250.56750323417484
wda_40006001_008,경상도 / 경주부 / 동래현,慶尙道 / 慶州府 / 東萊縣,5.0,경상도,동래현,東萊縣,wda_40006001,경주부,398,1493,11,71,130,212,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,130,0,0,0,,東萊,경상,경상_동래,129.06839393541094,35.17578208828766,298.5919593088329,324.54313739696454
wda_40006001_009,경상도 / 경주부 / 창녕현,慶尙道 / 慶州府 / 昌寧縣,5.0,경상도,창녕현,昌寧縣,wda_40006001,경주부,825,4352,45,79,342,466,45,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,,昌寧,경상,경상_창녕,128.46847918917004,35.55405978884667,321.9444118030369,259.87421555491903
wda_40006001_010,경상도 / 경주부 / 언양현,慶尙道 / 慶州府 / 彦陽縣,5.0,경상도,언양현,彦陽縣,wda_40006001,경주부,421,1458,7,44,156,207,7,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,,彦陽,경상,경상_언양,129.10262635390762,35.5578228143138,259.1289865486324,293.1790041123069
wda_40006001_011,경상도 / 경주부 / 기장현,慶尙道 / 慶州府 / 機張縣,5.0,경상도,기장현,機張縣,wda_40006001,경주부,174,397,2,3,49,54,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,49,0,0,0,,機張,경상,경상_기장,129.20072119411174,35.29522501802343,220.4003511741757,321.1739757423712
wda_40006001_012,경상도 / 경주부 / 장기현,慶尙道 / 慶州府 / 長鬐縣,5.0,경상도,장기현,長鬐縣,wda_40006001,경주부,203,813,4,1,34,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,0,0,,長鬐,경상,경상_장기,129.5009640003419,35.94339254545397,175.28992172330618,289.5852970891779
wda_40006001_013,경상도 / 경주부 / 영산현,慶尙道 / 慶州府 / 靈山縣,5.0,경상도,영산현,靈山縣,wda_40006001,경주부,471,2106,37,50,192,279,37,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,,靈山,경상,경상_영산,128.53234551084506,35.43485430243552,202.2471108920872,274.1374425999065
wda_40006001_014,경상도 / 경주부 / 현풍현,慶尙道 / 慶州府 / 玄風縣,5.0,경상도,현풍현,玄風縣,wda_40006001,경주부,477,1871,35,53,232,320,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,232,0,0,0,,玄風,경상,경상_현풍,128.43988631873583,35.68415195283574,165.2096073627472,246.2845014189101
wda_40006001_015,경상도 / 경주부 / 영일현,慶尙道 / 慶州府 / 迎日縣,5.0,경상도,영일현,迎日縣,wda_40006001,경주부,417,1742,8,40,130,178,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,130,0,0,0,,迎日,경상,경상_영일,129.3934067316298,35.96766812797626,205.8523957952857,280.34586688161335
wda_40006001_016,경상도 / 경주부 / 청하현,慶尙道 / 慶州府 / 淸河縣,5.0,경상도,청하현,淸河縣,wda_40006001,경주부,235,724,2,0,46,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,,淸河,경상,경상_청하,129.3089070593607,36.213169303427286,150.95265702158213,257.839422500565
wda_40006002,경상도 / 안동대도호부,慶尙道 / 安東大都護府,4.0,경상도,안동대도호부,安東大都護府,wda_40006002,안동대도호부,1887,7667,113,241,506,860,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,506,0,0,0,,安東,경상,경상_안동,128.83633620343244,36.69440551555678,2022.889733619988,193.2051830564633
wda_40006002_001,경상도 / 안동대도호부 / 영해도호부,慶尙道 / 安東大都護府 / 寧海都護府,5.0,경상도,영해도호부,寧海都護府,wda_40006002,안동대도호부,284,2243,6,62,126,194,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,126,0,0,0,,寧海,경상,경상_영해,129.2069128021799,36.66220472649712,1082.889540553093,224.31699083473288
wda_40006002_002,경상도 / 안동대도호부 / 순흥도호부,慶尙道 / 安東大都護府 / 順興都護府,5.0,경상도,순흥도호부,順興都護府,wda_40006002,안동대도호부,284,1679,36,30,81,147,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,81,0,0,0,,順興,경상,경상_순흥,128.63779603574164,36.9488060792633,405.1385004632175,164.40474360267413
wda_40006002_003,경상도 / 안동대도호부 / 예천군,慶尙道 / 安東大都護府 / 醴泉郡,5.0,경상도,예천군,醴泉郡,wda_40006002,안동대도호부,1092,5227,73,95,256,424,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,256,0,0,0,,醴泉,경상,경상_예천,128.39203748163496,36.64684829682806,587.9592181369662,163.00294091585548
wda_40006002_004,경상도 / 안동대도호부 / 영천군,慶尙道 / 安東大都護府 / 榮川郡,5.0,경상도,영천군,榮川郡,wda_40006002,안동대도호부,377,3087,45,64,130,239,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,130,0,0,0,,榮川,경상,경상_榮川,128.6566912216514,36.7973682111111,291.6483360007405,173.5131683826573
wda_40006002_005,경상도 / 안동대도호부 / 영천군,慶尙道 / 安東大都護府 / 永川郡,5.0,경상도,영천군,永川郡,wda_40006002,안동대도호부,863,3672,29,90,336,455,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,336,0,0,0,,永川,경상,경상_永川,128.96224400202888,35.996805299389706,614.6692161895335,249.1436280170659
wda_40006002_006,경상도 / 안동대도호부 / 청송군,慶尙道 / 安東大都護府 / 靑松郡,5.0,경상도,청송군,靑松郡,wda_40006002,안동대도호부,134,815,4,22,49,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,49,0,0,0,,靑松,경상,경상_청송,129.0579461589983,36.319843780984215,676.354710355401,232.6136307268324
wda_40006002_007,경상도 / 안동대도호부 / 의성현,慶尙道 / 安東大都護府 / 義城縣,5.0,경상도,의성현,義城縣,wda_40006002,안동대도호부,637,1955,45,68,248,361,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,248,0,0,0,,義城,경상,경상_의성,128.72405714398158,36.32597593242308,805.8070003390312,208.70099206412632
wda_40006002_008,경상도 / 안동대도호부 / 영덕현,慶尙道 / 安東大都護府 / 盈德縣,5.0,경상도,영덕현,盈德縣,wda_40006002,안동대도호부,286,1110,5,5,83,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,83,0,0,0,,盈德,경상,경상_영덕,129.29994387331837,36.40444168540815,381.5916951559484,245.4843906461826
wda_40006002_009,경상도 / 안동대도호부 / 예안현,慶尙道 / 安東大都護府 / 禮安縣,5.0,경상도,예안현,禮安縣,wda_40006002,안동대도호부,174,749,18,39,58,115,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,58,0,0,0,,禮安,경상,경상_예안,128.85366521642388,36.728304028088,277.1151323094964,192.73013321939808
wda_40006002_010,경상도 / 안동대도호부 / 하양현,慶尙道 / 安東大都護府 / 河陽縣,5.0,경상도,하양현,河陽縣,wda_40006002,안동대도호부,177,1087,6,22,160,188,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,160,0,0,0,,河陽,경상,경상_하양,128.7863117776964,35.91222507204865,114.9740034379065,244.93038726663065
wda_40006002_011,경상도 / 안동대도호부 / 기천현,慶尙道 / 安東大都護府 / 基川縣,5.0,경상도,기천현,基川縣,wda_40006002,안동대도호부,235,1016,15,24,71,110,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,71,0,0,0,,基川,경상,경상_풍기,128.47784313694729,36.826147784147466,235.96430383995173,157.99479182861026
wda_40006002_012,경상도 / 안동대도호부 / 인동현,慶尙道 / 安東大都護府 / 仁同縣,5.0,경상도,인동현,仁同縣,wda_40006002,안동대도호부,637,2188,39,85,254,378,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,254,0,0,0,,仁同,경상,경상_인동,128.41294040450975,36.05905557075365,277.8890418037772,210.92407196688217
wda_40006002_013,경상도 / 안동대도호부 / 봉화현,慶尙道 / 安東大都護府 / 奉化縣,5.0,경상도,봉화현,奉化縣,wda_40006002,안동대도호부,243,473,18,29,59,106,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,59,0,0,0,,奉化,경상,경상_봉화,128.834016553063,36.93599751264678,435.7138305641711,181.1707180695639
wda_40006002_014,경상도 / 안동대도호부 / 의흥현,慶尙道 / 安東大都護府 / 義興縣,5.0,경상도,의흥현,義興縣,wda_40006002,안동대도호부,424,1434,18,31,128,177,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,128,0,0,0,,義興,경상,경상_의흥,128.70573121444795,36.1243832666466,301.7328502945602,222.8209297147499
wda_40006002_015,경상도 / 안동대도호부 / 신녕현,慶尙道 / 安東大都護府 / 新寧縣,5.0,경상도,신녕현,新寧縣,wda_40006002,안동대도호부,470,1499,17,33,148,198,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,148,0,0,0,,新寧,경상,경상_신녕,128.83401501347697,36.05846697160218,235.7652089037001,236.1289444678707
wda_40006002_016,경상도 / 안동대도호부 / 진보현,慶尙道 / 安東大都護府 / 眞寶縣,5.0,경상도,진보현,眞寶縣,wda_40006002,안동대도호부,78,526,11,11,25,47,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,25,0,0,0,,眞寶,경상,경상_진보,129.07959033132104,36.5226914128738,247.3537183366716,221.732572448194
wda_40006002_017,경상도 / 안동대도호부 / 비안현,慶尙道 / 安東大都護府 / 比安縣,5.0,경상도,비안현,比安縣,wda_40006002,안동대도호부,463,1972,28,49,140,217,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,140,0,0,0,,比安,경상,경상_비안,128.49804294387553,36.38295584234919,218.6695240177214,189.41254701236932
wda_40006003,경상도 / 상주목,慶尙道 / 尙州牧,4.0,경상도,상주목,尙州牧,wda_40006003,상주목,2521,6275,134,131,540,805,134,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,540,0,0,0,,尙州,경상,경상_상주,128.10093702058387,36.44671979333063,1390.9568043872714,159.8847905766212
wda_40006003_001,경상도 / 상주목 / 성주목,慶尙道 / 尙州牧 / 星州牧,5.0,경상도,성주목,星州牧,wda_40006003,상주목,2446,9573,197,191,768,1156,197,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,128,0,0,0,0,768,0,0,0,,星州,경상,경상_성주,128.31718819804613,35.89652559369797,1301.6591169126332,220.55635833715667
wda_40006003_002,경상도 / 상주목 / 선산도호부,慶尙道 / 尙州牧 / 善山都護府,5.0,경상도,선산도호부,善山都護府,wda_40006003,상주목,1005,5607,165,65,285,515,165,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,285,0,0,0,,善山,경상,경상_선산,128.35459219046197,36.21929418385838,569.1422407478094,193.8212165195451
wda_40006003_003,경상도 / 상주목 / 합천군,慶尙道 / 尙州牧 / 陜川郡,5.0,경상도,합천군,陜川郡,wda_40006003,상주목,701,2361,36,38,236,310,36,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,236,0,0,0,,陜川,경상,경상_합천,128.13075221479906,35.62504047328509,503.0335236676037,238.44955890939525
wda_40006003_004,경상도 / 상주목 / 초계군,慶尙道 / 尙州牧 / 草溪郡,5.0,경상도,초계군,草溪郡,wda_40006003,상주목,463,2537,27,36,280,343,27,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,20,0,0,0,0,280,0,0,0,,草溪,경상,경상_초계,128.287215345533,35.56966858318953,211.7920033223927,250.30110098837255
wda_40006003_005,경상도 / 상주목 / 김산군,慶尙道 / 尙州牧 / 金山郡,5.0,경상도,김산군,金山郡,wda_40006003,상주목,533,3064,72,29,179,280,72,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,0,0,0,0,179,0,0,0,,金山,경상,경상_김산,128.08163943319929,36.12338127415053,399.0008189640939,187.9956787987415
wda_40006003_006,경상도 / 상주목 / 고령현,慶尙道 / 尙州牧 / 高靈縣,5.0,경상도,고령현,高靈縣,wda_40006003,상주목,287,1722,27,11,218,256,27,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,218,0,0,0,,高靈,경상,경상_고령,128.27774937742052,35.70017623252803,195.17995561659336,237.2498075911618
wda_40006003_007,경상도 / 상주목 / 개령현,慶尙道 / 尙州牧 / 開寧縣,5.0,경상도,개령현,開寧縣,wda_40006003,상주목,531,2359,65,14,146,225,65,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,146,0,0,0,,開寧,경상,경상_개령,128.21653655090617,36.13736969225291,221.2501894235611,193.4324407663545
wda_40006003_008,경상도 / 상주목 / 함창현,慶尙道 / 尙州牧 / 咸昌縣,5.0,경상도,함창현,咸昌縣,wda_40006003,상주목,368,2140,67,26,154,247,67,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,16,0,0,0,0,154,0,0,0,,咸昌,경상,경상_함창,128.1478237524455,36.55030363892161,155.68251726403832,154.0516498078856
wda_40006003_009,경상도 / 상주목 / 용궁현,慶尙道 / 尙州牧 / 龍宮縣,5.0,경상도,용궁현,龍宮縣,wda_40006003,상주목,396,2125,42,41,116,199,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,116,0,0,0,,龍宮,경상,경상_용궁,128.3592562572119,36.555308228746526,207.7662909254432,167.2905875170159
wda_40006003_010,경상도 / 상주목 / 문경현,慶尙道 / 尙州牧 / 聞慶縣,5.0,경상도,문경현,聞慶縣,wda_40006003,상주목,366,1785,50,25,53,128,50,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,,聞慶,경상,경상_문경,128.05928632195756,36.67731622218016,587.5026618205011,138.4072380314793
wda_40006003_011,경상도 / 상주목 / 군위현,慶尙道 / 尙州牧 / 軍威縣,5.0,경상도,군위현,軍威縣,wda_40006003,상주목,390,1052,19,37,88,144,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,88,0,0,0,,軍威,경상,경상_군위,128.54204851512677,36.21825265534936,225.0512626953423,205.1219331087289
wda_40006003_012,경상도 / 상주목 / 지례현,慶尙道 / 尙州牧 / 知禮縣,5.0,경상도,지례현,知禮縣,wda_40006003,상주목,230,1200,30,20,80,130,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,80,0,0,0,,知禮,경상,경상_지례,127.96731539611996,35.97152148546122,269.1603351943195,197.58261116891043
wda_40006004,경상도 / 진주목,慶尙道 / 晉州牧,4.0,경상도,진주목,晉州牧,wda_40006004,진주목,2220,7522,174,188,975,1337,174,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,975,0,0,0,,晉州,경상,경상_진주,127.97467382879626,35.188681799842136,1661.3584725260737,277.80116960306145
wda_40006004_001,경상도 / 진주목 / 김해도호부,慶尙道 / 晉州牧 / 金海都護府,5.0,경상도,김해도호부,金海都護府,wda_40006004,진주목,1390,8039,47,120,840,1007,47,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,840,0,0,0,,金海,경상,경상_김해,128.82172129716673,35.22925610546593,734.8207288458943,307.1851788690325
wda_40006004_002,경상도 / 진주목 / 창원도호부,慶尙道 / 晉州牧 / 昌原都護府,5.0,경상도,창원도호부,昌原都護府,wda_40006004,진주목,1094,4955,52,119,689,860,52,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,,昌原,경상,경상_창원,128.61779375888275,35.26234915482369,335.9295347519219,294.48274641268915
wda_40006004_003,경상도 / 진주목 / 함안군,慶尙道 / 晉州牧 / 咸安郡,5.0,경상도,함안군,咸安郡,wda_40006004,진주목,732,3266,64,76,370,510,64,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,,咸安,경상,경상_함안,128.3946761920607,35.26390919106832,330.2807048596442,284.7761701619706
wda_40006004_004,경상도 / 진주목 / 함양군,慶尙道 / 晉州牧 / 咸陽郡,5.0,경상도,함양군,咸陽郡,wda_40006004,진주목,428,1948,38,28,188,254,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,188,0,0,0,,咸陽,경상,경상_함양,127.71344899017625,35.4900045655785,459.8374129459262,238.9406747726228
wda_40006004_005,경상도 / 진주목 / 곤남군,慶尙道 / 晉州牧 / 昆南郡,5.0,경상도,곤남군,昆南郡,wda_40006004,진주목,271,1300,11,9,136,156,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,136,0,0,0,,昆南,경상,경상_곤양,127.93128561235088,34.917803454535104,542.640112310648,305.1732203697936
wda_40006004_006,경상도 / 진주목 / 고성현,慶尙道 / 晉州牧 / 固城縣,5.0,경상도,고성현,固城縣,wda_40006004,진주목,531,2885,30,90,327,447,30,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,,固城,경상,경상_고성,128.3158767697001,34.94668748249459,628.843365766108,313.7253233671018
wda_40006004_007,경상도 / 진주목 / 거제현,慶尙道 / 晉州牧 / 巨濟縣,5.0,경상도,거제현,巨濟縣,wda_40006004,진주목,153,423,0,103,0,103,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,巨濟,경상,경상_거제,128.61180784333595,34.85844638878526,431.3019081018865,333.62882812096655
wda_40006004_008,경상도 / 진주목 / 사천현,慶尙道 / 晉州牧 / 泗川縣,5.0,경상도,사천현,泗川縣,wda_40006004,진주목,370,1817,23,17,228,268,23,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,,泗川,경상,경상_사천,128.1098965250435,35.03874459496233,140.894767370075,297.49183642562474
wda_40006004_009,경상도 / 진주목 / 거창현,慶尙道 / 晉州牧 / 居昌縣,5.0,경상도,거창현,居昌縣,wda_40006004,진주목,505,1640,47,39,268,354,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,268,0,0,0,,居昌,경상,경상_거창,127.94929687849486,35.74694369201138,491.8861719854176,219.3741861936166
wda_40006004_010,경상도 / 진주목 / 하동현,慶尙道 / 晉州牧 / 河東縣,5.0,경상도,하동현,河東縣,wda_40006004,진주목,346,1108,15,11,158,184,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,158,0,0,0,,河東,경상,경상_하동,127.83968351972617,35.06876666987686,158.56309350579977,286.8509764276268
wda_40006004_011,경상도 / 진주목 / 진성현,慶尙道 / 晉州牧 / 珍城縣,5.0,경상도,진성현,珍城縣,wda_40006004,진주목,373,1368,25,29,162,216,25,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,,珍城,경상,경상_단성,127.98815765178864,35.35839096002709,236.58644170314076,260.5371533201441
wda_40006004_012,경상도 / 진주목 / 칠원현,慶尙道 / 晉州牧 / 漆原縣,5.0,경상도,칠원현,漆原縣,wda_40006004,진주목,441,1631,30,28,225,283,30,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,,漆原,경상,경상_칠원,128.53867951190867,35.24896798294883,188.17177030816677,292.2688967971713
wda_40006004_013,경상도 / 진주목 / 산음현,慶尙道 / 晉州牧 / 山陰縣,5.0,경상도,산음현,山陰縣,wda_40006004,진주목,257,1138,18,14,188,220,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,188,0,0,0,,山陰,경상,경상_산음,127.86980661200732,35.45200100193056,265.7663341611624,247.19574310945185
wda_40006004_014,경상도 / 진주목 / 안음현,慶尙道 / 晉州牧 / 安陰縣,5.0,경상도,안음현,安陰縣,wda_40006004,진주목,481,793,35,34,188,257,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,188,0,0,0,,安陰,경상,경상_안음,127.76627771653692,35.70698370649412,483.9860168993473,217.5020071303067
wda_40006004_015,경상도 / 진주목 / 삼가현,慶尙道 / 晉州牧 / 三嘉縣,5.0,경상도,삼가현,三嘉縣,wda_40006004,진주목,307,2027,27,40,181,248,27,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,,三嘉,경상,경상_삼가,128.04077063103995,35.49911005719112,367.0610694698989,247.81181406747544
wda_40006004_016,경상도 / 진주목 / 의령현,慶尙道 / 晉州牧 / 宜寧縣,5.0,경상도,의령현,宜寧縣,wda_40006004,진주목,1059,2611,50,70,327,447,50,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,,宜寧,경상,경상_의령,128.28103890634415,35.38783121256121,436.0172036960721,267.95644213495365
wda_40006004_017,경상도 / 진주목 / 진해현,慶尙道 / 晉州牧 / 鎭海縣,5.0,경상도,진해현,鎭海縣,wda_40006004,진주목,202,953,6,2,107,115,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,,鎭海,경상,경상_진해,128.46304972469554,35.12856564856766,102.86357946321368,300.9164219444032
wda_40007001,전라도 / 전주부,全羅道 / 全州府,4.0,전라도,전주부,全州府,wda_40007001,전주부,1565,5829,77,178,826,1081,77,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,826,0,0,0,,全州,전라,전라_전주,127.12183298152344,35.860779751574455,805.8266210779548,189.00364791493624
wda_40007001_001,전라도 / 전주부 / 진산군,全羅道 / 全州府 / 珍山郡,5.0,전라도,진산군,珍山郡,wda_40007001,전주부,114,514,34,0,17,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,,珍山,전라,전라_진산,127.41225203933976,36.17593161724902,186.4587408080697,158.62501247911894
wda_40007001_002,전라도 / 전주부 / 금산군,全羅道 / 全州府 / 錦山郡,5.0,전라도,금산군,錦山郡,wda_40007001,전주부,452,1890,14,57,159,230,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,159,0,0,0,,錦山,전라,전라_금산,127.58629317351334,36.01599585187282,658.0805867277086,179.96002647421722
wda_40007001_003,전라도 / 전주부 / 익산군,全羅道 / 全州府 / 益山郡,5.0,전라도,익산군,益山郡,wda_40007001,전주부,319,1623,21,44,295,360,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,295,0,0,0,,益山,전라,전라_익산,127.02413408189084,35.98038649651257,128.72226665169,175.37900679013046
wda_40007001_004,전라도 / 전주부 / 고부군,全羅道 / 全州府 / 古阜郡,5.0,전라도,고부군,古阜郡,wda_40007001,전주부,357,1592,16,36,284,336,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,284,0,0,0,,古阜,전라,전라_고부,126.78957450117947,35.62417395190815,260.4309066720307,215.3779282480253
wda_40007001_005,전라도 / 전주부 / 김제군,全羅道 / 全州府 / 金堤郡,5.0,전라도,김제군,金堤郡,wda_40007001,전주부,409,2065,23,48,353,424,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,353,0,0,0,,金堤,전라,전라_김제,126.89872228984008,35.82023577651707,213.04702086746693,193.1648172532946
wda_40007001_006,전라도 / 전주부 / 금구현,全羅道 / 全州府 / 金溝縣,5.0,전라도,금구현,金溝縣,wda_40007001,전주부,262,1207,25,40,184,249,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,184,0,0,0,,金溝,전라,전라_금구,126.99227907299054,35.750703277096314,154.72297033295035,200.7293363395996
wda_40007001_007,전라도 / 전주부 / 만경현,全羅道 / 全州府 / 萬頃縣,5.0,전라도,만경현,萬頃縣,wda_40007001,전주부,172,727,7,26,160,193,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,160,0,0,0,,萬頃,전라,전라_만경,126.71513438795166,35.84017781644029,88.32574547827244,192.28280850115945
wda_40007001_008,전라도 / 전주부 / 임피현,全羅道 / 全州府 / 臨陂縣,5.0,전라도,임피현,臨陂縣,wda_40007001,전주부,396,1949,10,49,447,506,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,447,0,0,0,,臨陂,전라,전라_임피,126.82690785540342,35.983672975228906,172.5953502766788,175.48560529726214
wda_40007001_009,전라도 / 전주부 / 옥구현,全羅道 / 全州府 / 沃溝縣,5.0,전라도,옥구현,沃溝縣,wda_40007001,전주부,257,1194,9,36,213,258,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,213,0,0,0,,沃溝,전라,전라_옥구,126.7080046090564,35.933972051265634,103.759069878608,182.07867329343915
wda_40007001_010,전라도 / 전주부 / 함열현,全羅道 / 全州府 / 咸悅縣,5.0,전라도,함열현,咸悅縣,wda_40007001,전주부,288,1384,11,25,326,362,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,326,0,0,0,,咸悅,전라,전라_함열,126.92087397103008,36.066250867140745,113.04110554605722,165.91027783778972
wda_40007001_011,전라도 / 전주부 / 용안현,全羅道 / 全州府 / 龍安縣,5.0,전라도,용안현,龍安縣,wda_40007001,전주부,190,662,2,16,125,143,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,125,0,0,0,,龍安,전라,전라_용안,126.97122992851926,36.11608983159176,42.07029085233808,160.32320912973475
wda_40007001_012,전라도 / 전주부 / 부안현,全羅道 / 全州府 / 扶安縣,5.0,전라도,부안현,扶安縣,wda_40007001,전주부,323,1662,19,38,304,361,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,304,0,0,0,,扶安,전라,전라_부안,126.62134233829262,35.665757012939814,390.8652917779982,212.54481873284345
wda_40007001_013,전라도 / 전주부 / 정읍현,全羅道 / 全州府 / 井邑縣,5.0,전라도,정읍현,井邑縣,wda_40007001,전주부,130,858,19,10,129,158,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,129,0,0,0,,井邑,전라,전라_정읍,126.86152469925553,35.53331291853782,158.0295540764928,225.00280757215128
